Movie,Month,Day,Release Year,Budget($M),Domestic Gross($M),Worldwide Gross($M)
Impostor,Jan,4,2002,40,6.114237,7.974607
Victor Frankenstein,Nov,25,2015,40,5.775076,33.175076
Extreme Ops,Nov,27,2002,40,4.835968,12.624471
Just Visiting,Apr,6,2001,40,4.777007,16.1722
Snowpiercer,Jun,27,2014,40,4.563029,88.06988
Sunshine,Jul,20,2007,40,3.68856,32.03061
The Hudsucker Proxy,Mar,11,1994,40,2.816518,14.938149
Pirates,Jul,1,1986,40,1.641825,6.341825
Delgo,Dec,12,2008,40,0.91584,0.91584
The Hunting Party,Sep,7,2007,40,0.876671,7.729552
Alex Rider: Operation Stormbreaker,Oct,13,2006,40,0.65921,20.72245
Red Cliff,Nov,20,2009,40,0.627047,119.627047
The Last Shot,Sep,24,2004,40,0.46373,0.46373
The Warlords,Apr,2,2010,40,0.129078,38.899792
Nomad,Mar,16,2007,40,0.079123,0.079123
Un monstre à Paris,Apr,16,2013,40,0,27.000381
USS Indianapolis: Men of Courage,Dec,31,2016,40,0,0.320248
Dragon Nest Warriors' Dawn,Dec,31,2014,40,0,0.155403
The Crow,Dec,31,2015,40,0,0
The Time Traveler's Wife,Aug,14,2009,39,63.414846,102.332135
Superman III,Jun,17,1983,39,59.950623,59.950623
Because I Said So,Feb,2,2007,39,42.67404,69.538833
Frankenweenie,Oct,5,2012,39,35.287788,81.150788
Sgt. Bilko,Mar,29,1996,39,30.356589,37.956589
Serenity,Sep,30,2005,39,25.514517,40.31944
Against the Ropes,Feb,20,2004,39,5.881504,6.429865
Yi dai zong shi,Aug,23,2013,38.6,6.594959,57.987299
The Fast and the Furious,Jun,22,2001,38,144.51231,206.51231
Sweet Home Alabama,Sep,27,2002,38,127.214072,182.365114
The Ugly Truth,Jul,24,2009,38,88.915214,205.298907
Spy Kids 2: The Island of Lost Dreams,Aug,7,2002,38,85.846296,119.721296
Star Trek: Generations,Nov,18,1994,38,75.671262,120
Paul Blart: Mall Cop 2,Apr,17,2015,38,71.03819,107.597242
Mouse Hunt,Dec,19,1997,38,61.894591,61.894591
Water for Elephants,Apr,22,2011,38,58.709717,116.809717
Life as We Know It,Oct,8,2010,38,53.374681,105.887837
The Hurricane,Dec,29,1999,38,50.699241,73.956241
Riddick,Sep,6,2013,38,42.025135,94.763758
Heartbreakers,Mar,23,2001,38,40.334024,57.753825
Enough,May,24,2002,38,39.177215,50.97066
The 5th Wave,Jan,22,2016,38,34.912982,110.678636
Push,Feb,6,2009,38,31.811527,44.411527
Rush,Sep,20,2013,38,26.947624,98.230839
Angel Eyes,May,18,2001,38,24.044532,29.544532
Joe Somebody,Dec,21,2001,38,22.770864,24.51599
The Ninth Gate,Mar,10,2000,38,18.653746,58.394308
Extreme Measures,Sep,27,1996,38,17.378193,17.378193
Rock Star,Sep,7,2001,38,16.991902,19.317765
The Thing,Oct,14,2011,38,16.92867,27.501814
White Squall,Feb,2,1996,38,10.2293,10.2293
City of Ember,Oct,10,2008,38,7.871693,17.830244
Switchback,Oct,31,1997,38,6.504442,6.504442
Texas Rangers,Nov,30,2001,38,0.623374,0.623374
Virgin Territory,Aug,26,2008,38,0,5.473041
What to Expect When You're Expecting,May,18,2012,37.5,41.152203,120.925697
The Master,Sep,14,2012,37.5,16.247159,58.792011
The Express,Oct,4,2008,37.5,9.793406,9.813309
Twilight,Nov,21,2008,37,192.769854,402.280159
We're the Millers,Aug,7,2013,37,150.394119,267.816276
Creed,Nov,25,2015,37,109.767581,173.567581
The Town,Sep,17,2010,37,92.186262,152.566881
Dolphin Tale,Sep,23,2011,37,72.286779,96.068724
Burn After Reading,Sep,12,2008,37,60.355347,168.167798
Nim's Island,Apr,4,2008,37,48.006762,101.857425
How to be Single,Feb,12,2016,37,46.843513,99.595932
Cop Out,Feb,26,2010,37,44.875481,55.90991
The Rite,Jan,28,2011,37,33.047633,97.143987
Space Chimps,Jul,18,2008,37,30.105968,67.029956
Magnolia,Dec,17,1999,37,22.450975,48.446802
Aloha,May,29,2015,37,21.05203,24.935799
Obitaemyy ostrov,Dec,31,2009,36.5,0,15
Gnomeo and Juliet,Feb,11,2011,36,99.96767,193.737977
John Q,Feb,15,2002,36,71.026631,102.226631
Blue Streak,Sep,17,1999,36,68.20819,117.448157
Never Say Never Again,Oct,7,1983,36,55.5,160
Hot Tub Time Machine,Mar,26,2010,36,50.269859,65.96775
Breakdown,May,2,1997,36,50.159144,50.159144
Dolphin Tale 2,Sep,12,2014,36,42.024533,57.824533
A Man Apart,Apr,4,2003,36,26.5,43.797731
Reindeer Games,Feb,25,2000,36,23.360779,23.360779
Snow Falling on Cedars,Dec,24,1999,36,14.378353,14.378353
Ghosts of Mississippi,Dec,20,1996,36,13.052741,13.052741
Gattaca,Oct,24,1997,36,12.532777,12.532777
Isn't She Great,Jan,28,2000,36,2.954405,2.954405
Yip Man 3,Jan,22,2016,36,2.679437,156.835197
There Be Dragons,May,6,2011,36,1.069334,4.02099
Head of State,Mar,28,2003,35.2,37.788228,38.283765
The Hangover,Jun,5,2009,35,277.322503,465.764086
The Blind Side,Nov,20,2009,35,255.959475,305.705794
Batman,Jun,23,1989,35,251.188924,411.348924
Austin Powers: The Spy Who Shagged Me,Jun,10,1999,35,206.040085,310.332636
True Grit,Dec,22,2010,35,171.243005,252.276928
Lethal Weapon 3,May,15,1992,35,144.731527,319.7
Rush Hour,Sep,18,1998,35,141.186864,245.3
Identity Thief,Feb,8,2013,35,134.50692,175.361578
The Devil Wears Prada,Jun,30,2006,35,124.74046,326.073155
Horrible Bosses,Jul,8,2011,35,117.538559,212.417601
Spy Kids,Mar,30,2001,35,112.692062,197.692062
Trainwreck,Jul,17,2015,35,110.03813,140.561831
Saving Mr. Banks,Dec,13,2013,35,83.299761,114.962525
Star Trek: The Motion Picture,Dec,7,1979,35,82.258456,139
21,Mar,21,2008,35,81.159365,157.852532
What Happens in Vegas...,May,3,2008,35,80.277646,218.535708
Cape Fear,Nov,15,1991,35,79.091969,182.291969
The English Patient,Nov,15,1996,35,78.716374,231.716374
Guess Who,Mar,25,2005,35,68.915888,102.115888
This is 40,Dec,21,2012,35,67.544505,90.221182
L.A. Confidential,Sep,19,1997,35,64.604977,126.204977
Sky High,Jul,29,2005,35,63.939454,83.109359
In & Out,Sep,19,1997,35,63.826569,83.226569
A Nightmare on Elm Street,Apr,30,2010,35,63.075011,117.729621
The Cell,Aug,18,2000,35,61.280963,85.911226
Species,Jul,7,1995,35,60.054449,113.354449
The Benchwarmers,Apr,7,2006,35,59.843754,65.063726
Secretariat,Oct,8,2010,35,59.699513,60.376247
The Man in the Iron Mask,Mar,13,1998,35,56.968169,56.968169
Friends with Benefits,Jul,22,2011,35,55.802754,146.595891
Neighbors 2: Sorority Rising,May,20,2016,35,55.34073,104.444374
TMNT,Mar,23,2007,35,54.149098,96.096018
Radio,Oct,24,2003,35,52.333738,53.293628
Old Dogs,Nov,25,2009,35,49.49206,95.104304
Malcolm X,Nov,18,1992,35,48.16991,48.16991
Poltergeist,May,22,2015,35,47.425125,95.825125
Underworld 3: Rise of the Lycans,Jan,23,2009,35,45.802315,89.102315
Must Love Dogs,Jul,29,2005,35,43.894863,58.894863
License to Wed,Jul,3,2007,35,43.799818,70.187088
Donnie Brasco,Feb,28,1997,35,41.954997,65.303052
Max Payne,Oct,17,2008,35,40.687294,85.761789
Resident Evil,Mar,15,2002,35,40.119709,103.787401
The Ladykillers,Mar,26,2004,35,39.692139,77.392139
Something Borrowed,May,6,2011,35,39.046489,65.084116
The Nativity Story,Dec,1,2006,35,37.629831,46.309644
In Time,Oct,28,2011,35,37.553932,165.103952
The Back-up Plan,Apr,23,2010,35,37.490007,75.281179
J. Edgar,Nov,9,2011,35,37.30603,84.60603
Bounce,Nov,17,2000,35,36.805288,53.425292
Hot Pursuit,May,8,2015,35,34.580201,45.680201
Concussion,Dec,25,2015,35,34.531832,50.36379
Closer,Dec,3,2004,35,33.987757,116.209001
Street Fighter,Dec,23,1994,35,33.423,99.423
Black Knight,Nov,21,2001,35,33.422806,33.422806
The Bad News Bears,Jul,22,2005,35,32.868349,33.50062
The Pianist,Dec,27,2002,35,32.519322,111.854182
House of Wax,May,6,2005,35,32.0648,70.0648
From Hell,Oct,19,2001,35,31.598308,68.712365
Mirrors,Aug,15,2008,35,30.691439,77.220596
Queen of the Damned,Feb,22,2002,35,30.307804,30.307804
Nanny McPhee and the Big Bang,Aug,20,2010,35,29.197642,97.799865
Untraceable,Jan,25,2008,35,28.687835,52.649951
Predator 2,Nov,21,1990,35,28.317513,54.768418
Abduction,Sep,23,2011,35,28.087155,86.648359
Flash Gordon,Dec,5,1980,35,27.10796,27.10796
Superhero Movie,Mar,28,2008,35,26.63852,73.026302
Blast from the Past,Feb,12,1999,35,26.61362,26.61362
Alex Cross,Oct,19,2012,35,25.888412,35.426759
Jersey Girl,Mar,26,2004,35,25.266129,37.066129
Midnight in the Garden of Good and Evil,Nov,21,1997,35,25.078937,25.078937
Heist,Nov,9,2001,35,23.483357,28.906817
Hoffa,Dec,25,1992,35,23.365858,28.391473
Whiskey Tango Foxtrot,Mar,4,2016,35,23.083334,24.888742
Ella Enchanted,Apr,9,2004,35,22.913677,22.913677
Hitman: Agent 47,Aug,21,2015,35,22.46745,81.96745
Bridget Jones’s Baby,Sep,16,2016,35,21.960695,121.860695
The X-Files: I Want to Believe,Jul,25,2008,35,20.982478,68.170792
Premium Rush,Aug,24,2012,35,20.275446,31.393201
Broken City,Jan,18,2013,35,19.701164,34.480045
Valiant,Aug,19,2005,35,19.478106,64.188387
Wonder Boys,Feb,23,2000,35,19.389454,33.422485
Cursed,Feb,25,2005,35,19.294901,25.114901
Walk Hard: The Dewey Cox Story,Dec,21,2007,35,18.317151,20.606053
The Four Feathers,Sep,20,2002,35,18.306166,29.882645
Furry Vengeance,Apr,30,2010,35,17.630465,39.340177
Parker,Jan,25,2013,35,17.616641,48.543388
Wimbledon,Sep,17,2004,35,16.862585,41.666476
Bait,Sep,15,2000,35,15.325127,15.471969
Dungeons and Dragons,Dec,8,2000,35,15.185241,33.771965
Lions for Lambs,Nov,9,2007,35,14.99807,63.211088
Flight of the Intruder,Jan,18,1991,35,14.47144,14.47144
The Tree of Life,May,27,2011,35,13.305665,61.721826
American Outlaws,Aug,17,2001,35,13.264986,13.601109
Zoom,Aug,11,2006,35,11.989328,12.506188
The Shipping News,Dec,25,2001,35,11.405825,24.405825
The Young Victoria,Dec,18,2009,35,11.001272,31.878891
Sabotage,Mar,28,2014,35,10.508518,18.376443
Knock Off,Sep,4,1998,35,10.319915,10.319915
Whiteout,Sep,11,2009,35,10.275638,12.254746
Unfinished Business,Mar,6,2015,35,10.219501,12.819501
The Fountain,Nov,22,2006,35,10.14401,15.461638
The Walk,Sep,30,2015,35,10.137502,61.173364
Mandela: Long Walk to Freedom,Nov,29,2013,35,8.323085,27.480015
Punisher: War Zone,Dec,5,2008,35,8.050977,10.157534
The Order,Sep,5,2003,35,7.659747,11.559747
A Good Year,Nov,10,2006,35,7.4593,42.064105
The Brothers Grimsby,Mar,11,2016,35,6.864016,28.748384
Femme Fatale,Nov,6,2002,35,6.630252,16.830252
Warriors of Virtue,May,2,1997,35,6.448817,6.448817
Luther,Sep,26,2003,35,5.781086,32.738814
Biutiful,Jan,21,2010,35,5.101237,24.687524
Radio Flyer,Feb,21,1992,35,4.651977,4.651977
Bound by Honor,Apr,16,1993,35,4.496583,4.496583
Smilla's Sense of Snow,Feb,28,1997,35,2.221994,2.221994
Playing for Keeps,Oct,3,1986,35,2,2
Lion of the Desert,Jan,1,1980,35,1.5,1.5
Le hussard sur le toit,Apr,19,1996,35,1.320043,1.320043
Ride With the Devil,Nov,24,1999,35,0.630779,0.630779
Stolen,Sep,14,2012,35,0.289773,17.967746
Bandidas,Sep,22,2006,35,0,19.28259
The Lovers,Mar,13,2015,35,0,0.011106
Black Water Transit,Dec,31,2008,35,0,0
The Darkest Hour,Dec,25,2011,34.8,21.443494,62.831715
The Maze Runner,Sep,19,2014,34,102.427862,348.319861
The Longest Ride,Apr,10,2015,34,37.446117,63.802928
The Age of Innocence,Sep,17,1993,34,32.014993,32.014993
Gake no ue no Ponyo,Aug,14,2009,34,15.090399,205.312666
Chill Factor,Sep,1,1999,34,11.263966,11.263966
The Astronaut's Wife,Aug,27,1999,34,10.672566,10.672566
I Dreamed of Africa,May,5,2000,34,6.543194,14.291999
Thunder and the House of Magic,Sep,5,2014,34,0.004091,10.392666
Reds,Dec,4,1981,33.5,50,50
A Few Good Men,Dec,11,1992,33,141.340178,236.5
Big Momma's House,Jun,2,2000,33,117.559438,173.559438
Exit Wounds,Mar,16,2001,33,51.758599,79.958599
Mike and Dave Need Wedding Dates,Jul,8,2016,33,46.00108,75.90108
Step Up Revolution,Jul,27,2012,33,35.074677,165.55229
Snakes on a Plane,Aug,18,2006,33,34.020814,62.020814
The Punisher,Apr,16,2004,33,33.66437,54.533774
The Watcher,Sep,8,2000,33,28.946615,47.267829
Safe,Apr,27,2012,33,17.14208,41.495213
Doomsday,Mar,14,2008,33,11.00877,21.621188
Pushing Tin,Apr,23,1999,33,8.408835,8.408835
Goal! The Dream Begins,May,12,2006,33,4.283255,27.610873
The Young and Prodigious T.S. Spivet,Jul,31,2015,33,0.176847,0.357687
Freaks of Nature,Oct,30,2015,33,0,0
Star Wars Ep. VI: Return of the Jedi,May,25,1983,32.5,309.205079,572.705079
Bridesmaids,May,13,2011,32.5,169.106725,289.52703
The Reader,Dec,10,2008,32.5,34.194407,113.01929
The Big Wedding,Apr,26,2013,32.5,21.819348,48.425971
Wanderlust,Feb,24,2012,32.5,17.288155,24.159934
Elf,Nov,7,2003,32,173.398518,220.23641
Phenomenon,Jul,5,1996,32,104.636382,152.036382
This is the End,Jun,12,2013,32,101.470202,126.539117
Snow Dogs,Jan,18,2002,32,81.150692,116.898028
Nacho Libre,Jun,16,2006,32,80.197993,99.296462
Scrooged,Nov,23,1988,32,59.450353,59.450353
Takers,Aug,27,2010,32,57.74472,70.587268
Source Code,Apr,1,2011,32,54.712227,140.428499
Stigmata,Sep,10,1999,32,50.041732,89.441732
Men of Honor,Nov,10,2000,32,48.814909,82.339483
The Transporter 2,Sep,2,2005,32,43.095856,88.978458
"Big Mommas: Like Father, Like Son",Feb,18,2011,32,37.915414,82.33245
Alive,Jan,15,1993,32,36.29967,36.29967
The Number 23,Feb,23,2007,32,35.193167,77.593167
1941,Dec,14,1979,32,34.175,94.875
Dreamer: Inspired by a True Story,Oct,21,2005,32,33.022286,39.49836
A History of Violence,Sep,23,2005,32,31.493782,61.477797
The Incredible Burt Wonderstone,Mar,15,2013,32,22.537881,27.392609
The Quick and the Dead,Feb,10,1995,32,18.55246,18.55246
Laws of Attraction,Apr,30,2004,32,17.848322,29.948322
Going the Distance,Sep,3,2010,32,17.804299,43.60399
Bringing Out The Dead,Oct,22,1999,32,16.64021,16.64021
Repo Men,Mar,19,2010,32,13.942007,18.195238
D-War,Sep,14,2007,32,10.977721,79.915361
Bogus,Sep,6,1996,32,4.357406,4.357406
Cats Don't Dance,Mar,26,1997,32,3.588602,3.588602
Cradle Will Rock,Dec,8,1999,32,2.89997,2.89997
The Good German,Dec,15,2006,32,1.308696,1.308696
George and the Dragon,Dec,31,2004,32,0,0
Apocalypse Now,Aug,15,1979,31.5,78.8,81.250488
Criminal,Apr,15,2016,31.5,14.708696,36.131497
Flight,Nov,2,2012,31,93.772375,160.558438
Mr. Holland's Opus,Dec,29,1995,31,82.582604,106.282604
Out of Africa,Dec,18,1985,31,79.096868,258.21086
Moonraker,Jun,29,1979,31,70.3,210.3
The Grand Budapest Hotel,Mar,7,2014,31,59.076019,164.350409
Vacation,Jul,29,2015,31,58.884188,100.655892
Arachnophobia,Jul,18,1990,31,53.20818,53.20818
Frequency,Apr,28,2000,31,44.983704,68.079671
Hearts in Atlantis,Sep,28,2001,31,24.185781,30.885781
Extraordinary Measures,Jan,22,2010,31,12.482741,15.826984
Get Shorty,Oct,20,1995,30.25,72.021008,115.021008
Ghostbusters,Jun,8,1984,30,242.212467,295.212467
Toy Story,Nov,22,1995,30,191.796233,364.545516
Chicago,Dec,27,2002,30,170.687518,306.776732
Big Daddy,Jun,25,1999,30,163.479795,228.641283
American Pie 2,Aug,10,2001,30,145.09682,286.5
The Vow,Feb,10,2012,30,125.01403,197.61816
Speed,Jun,10,1994,30,121.248145,283.2
The Hunt for Red October,Mar,2,1990,30,120.709866,200.5
Lee Daniels' The Butler,Aug,16,2013,30,116.632095,177.025498
Remember the Titans,Sep,29,2000,30,115.654751,136.706683
District 9,Aug,14,2009,30,115.646235,212.453431
Dodgeball: A True Underdog Story,Jun,18,2004,30,114.326736,167.791704
The Addams Family,Nov,22,1991,30,113.502246,191.502246
Ace Ventura: When Nature Calls,Nov,10,1995,30,108.360063,212.4
The Princess Diaries,Aug,3,2001,30,108.244774,165.334774
Analyze This,Mar,5,1999,30,106.885658,176.885658
The First Wives Club,Sep,20,1996,30,105.489203,181.489203
Million Dollar Baby,Dec,15,2004,30,100.492203,232.016402
Se7en,Sep,22,1995,30,100.125643,328.125643
Mystic River,Oct,8,2003,30,90.135191,156.82202
Sisters,Dec,18,2015,30,87.044645,106.03066
Pokemon: The First Movie,Nov,10,1999,30,85.744662,163.644662
SpongeBob SquarePants: The Movie,Nov,19,2004,30,85.416609,142.051255
Up in the Air,Dec,4,2009,30,83.823381,166.842739
The Notebook,Jun,25,2004,30,81.001787,116.11734
Hannah Montana the Movie,Apr,10,2009,30,79.576189,169.173206
27 Dresses,Jan,13,2008,30,76.808654,160.247805
Rugrats in Paris,Nov,17,2000,30,76.501438,103.284813
The Prince of Tides,Dec,25,1991,30,74.787599,74.787599
Four Brothers,Aug,12,2005,30,74.494381,92.494381
Legends of the Fall,Dec,23,1994,30,66.502573,160.502573
Looper,Sep,28,2012,30,66.486205,170.466405
Warm Bodies,Feb,1,2013,30,66.380662,115.121608
About Schmidt,Dec,13,2002,30,65.005217,107.054484
The Nut Job,Jan,17,2014,30,64.251538,122.529966
Down to Earth,Feb,16,2001,30,64.172251,71.172251
Babe,Aug,4,1995,30,63.65891,246.1
Hope Springs,Aug,8,2012,30,63.536011,133.085295
Forgetting Sarah Marshall,Apr,18,2008,30,63.172463,105.173042
Friday Night Lights,Oct,8,2004,30,61.255921,61.95077
Baby Mama,Apr,25,2008,30,60.494212,64.170447
Hope Floats,May,29,1998,30,60.110313,81.529
Bride Wars,Jan,9,2009,30,58.71551,115.150424
Without a Paddle,Aug,20,2004,30,58.156435,65.12128
13 Going On 30,Apr,23,2004,30,57.139723,96.439723
Midnight in Paris,May,20,2011,30,56.816662,162.942835
Wallace & Gromit: The Curse of the Were-Rabbit,Oct,5,2005,30,56.068547,197.593152
P.S. I Love You,Dec,21,2007,30,53.695808,155.769678
The Corpse Bride,Sep,16,2005,30,53.359111,114.770654
Letters to Juliet,May,14,2010,30,53.032453,82.148538
Blow,Apr,6,2001,30,52.990775,83.282296
Message in a Bottle,Feb,12,1999,30,52.880016,52.880016
Southpaw,Jul,24,2015,30,52.421953,89.825208
Star Trek V: The Final Frontier,Jun,9,1989,30,52.210049,70.2
Like Mike,Jul,3,2002,30,51.432423,62.432423
Naked Gun 33 1/3: The Final Insult,Mar,18,1994,30,51.041856,51.041856
Atonement,Dec,7,2007,30,50.980159,129.779728
A View to a Kill,May,24,1985,30,50.32796,152.62796
Racing Stripes,Jan,14,2005,30,49.772522,89.95554
Sicario,Sep,18,2015,30,46.889293,78.571737
Black Rain,Sep,22,1989,30,45.892212,45.892212
The Three Stooges,Apr,13,2012,30,44.338224,54.052249
Pokemon 2000,Jul,21,2000,30,43.746923,133.946923
Glory Road,Jan,13,2006,30,42.647449,42.79906
The Age of Adaline,Apr,24,2015,30,42.629776,69.057415
Step Up 3D,Aug,6,2010,30,42.400223,165.889117
Drag Me To Hell,May,29,2009,30,42.100625,91.388487
The Cabin in the Woods,Apr,13,2012,30,42.073277,70.768144
Secondhand Lions,Sep,19,2003,30,42.070939,47.902566
Stranger Than Fiction,Nov,10,2006,30,40.43519,53.572822
Hanna,Apr,8,2011,30,40.259119,65.343694
Blue Crush,Aug,16,2002,30,40.11842,51.61842
30 Days of Night,Oct,19,2007,30,39.568996,80.276156
Little Shop of Horrors,Dec,19,1986,30,38.747385,38.747385
Gridiron Gang,Sep,15,2006,30,38.432823,41.457834
Midnight Run,Jul,20,1988,30,38.413606,81.613606
Meet the Spartans,Jan,25,2008,30,38.233676,84.646831
The Running Man,Nov,13,1987,30,38.122,38.122
The Family,Sep,13,2013,30,36.918811,51.078541
Mortal Kombat: Annihilation,Nov,21,1997,30,35.927406,51.327406
Larry Crowne,Jul,1,2011,30,35.608245,61.449135
Carrie,Oct,18,2013,30,35.266619,82.40952
Take the Lead,Apr,1,2006,30,34.742066,65.390493
Love and Other Drugs,Nov,24,2010,30,32.367005,102.716321
Entourage,Jun,3,2015,30,32.363404,46.225326
What's the Worst That Could Happen?,Jun,1,2001,30,32.267774,38.462071
Side Effects,Feb,8,2013,30,32.172757,66.742138
9,Sep,9,2009,30,31.749894,48.559999
Deliver Us from Evil,Jul,2,2014,30,30.577122,87.956618
Get on Up,Aug,1,2014,30,30.569935,33.315804
The Five-Year Engagement,Apr,27,2012,30,28.700285,61.623819
The Prince & Me,Apr,2,2004,30,28.165882,29.356757
Winnie the Pooh,Jul,15,2011,30,26.692846,50.145607
Bulworth,May,15,1998,30,26.528684,29.203383
Dumb and Dumberer: When Harry Met Lloyd,Jun,13,2003,30,26.214846,26.214846
Virtuosity,Aug,4,1995,30,23.998226,23.998226
One True Thing,Sep,18,1998,30,23.337196,26.708196
Sanctum,Feb,4,2011,30,23.20931,104.283753
My Super Ex-Girlfriend,Jul,21,2006,30,22.530295,60.772856
Mr. 3000,Sep,17,2004,30,21.800302,21.827296
The Next Three Days,Nov,19,2010,30,21.148651,67.255916
Little Black Book,Aug,6,2004,30,20.422207,21.758371
Assault On Precinct 13,Jan,19,2005,30,20.040895,36.040895
Runner Runner,Oct,4,2013,30,19.316646,60.51268
The Replacement Killers,Feb,6,1998,30,19.035741,19.035741
Ultraviolet,Mar,3,2006,30,18.522064,30.962112
North Country,Oct,21,2005,30,18.324242,23.676771
Fright Night,Aug,19,2011,30,18.298649,40.520649
Steve Jobs,Oct,9,2015,30,17.766658,35.403508
Eight Legged Freaks,Jul,17,2002,30,17.266505,36.722311
Fled,Jul,19,1996,30,17.192205,19.892205
Splice,Jun,4,2010,30,17.01017,26.857459
88 Minutes,Apr,18,2008,30,16.930884,32.955399
The Whole Ten Yards,Apr,9,2004,30,16.323969,26.323969
Howard the Duck,Aug,1,1986,30,16.295774,16.295774
Pride and Glory,Oct,24,2008,30,15.740721,43.440721
The Cave,Aug,26,2005,30,15.007991,27.147991
Godsend,Apr,30,2004,30,14.334645,16.910708
Alex & Emma,Jun,20,2003,30,14.208384,15.358583
Wicker Park,Sep,3,2004,30,13.001257,21.601257
The New World,Dec,25,2005,30,12.712093,26.1844
The Last Stand,Jan,18,2013,30,12.050299,48.330757
In Dreams,Jan,15,1999,30,12.017369,12.017369
Wing Commander,Mar,12,1999,30,11.578022,11.578022
Antitrust,Jan,12,2001,30,10.965209,17.865209
Dead Man Down,Mar,8,2013,30,10.895295,19.599974
Hoodwinked Too: Hood vs. Evil,Apr,29,2011,30,10.143779,23.353111
Dragonball Evolution,Apr,10,2009,30,9.362785,58.22846
First Daughter,Sep,24,2004,30,9.05501,10.419084
An Unfinished Life,Sep,9,2005,30,8.535575,18.535575
The Imaginarium of Doctor Parnassus,Dec,25,2009,30,7.689607,64.352607
Barney's Version,Dec,17,2010,30,7.50256,8.845575
Trapped,Sep,20,2002,30,6.916869,6.916869
Once Upon a Time in America,Jun,1,1984,30,5.321508,5.321508
Gloria,Jan,22,1999,30,4.167493,4.967493
The Assassination of Jesse James by the Coward Robert Ford,Sep,21,2007,30,3.909149,15.313631
The Merchant of Venice,Dec,29,2004,30,3.765585,18.765585
The Good Thief,Apr,2,2003,30,3.517797,6.460758
Supercross,Aug,17,2005,30,3.10255,3.25255
Miss Potter,Dec,29,2006,30,3.005605,35.891257
Wu ji,May,5,2006,30,0.669625,35.869934
